"Repository","Code Module","Maintainability Index","Total Lines of Code","Comment-to-SLOC Ratio","Logical Lines of Code","Single Line Comments (Only #)","Source Lines of Code","Multi-Line Strings","Comments","Blank Lines"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_virtualnetwork.py","42","349","4.21%","143","12","285","5","12","47"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_postgresqlserver.py","44","377","2.64%","149","11","303","12","8","51"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_image.py","43","321","6.77%","155","16","251","0","17","54"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_appserviceplan.py","46","354","5.20%","143","16","250","12","13","76"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_networkinterface.py","33","748","3.06%","190","19","653","0","20","76"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_subnet.py","45","350","4.84%","131","13","289","0","14","48"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_virtualmachine.py","0","1795","3.26%","728","47","1533","23","50","192"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_route.py","53","219","5.05%","84","7","178","0","9","34"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_resourcegroup.py","48","256","4.83%","111","10","207","0","10","39"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_dnsrecordset_facts.py","62","202","9.27%","72","14","151","0","14","37"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_virtualmachine_facts.py","54","340","2.95%","102","8","271","9","8","52"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_loadbalancer_facts.py","72","185","17.24%","63","24","116","0","20","45"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_loadbalancer.py","32","981","0.78%","161","17","895","0","7","69"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_postgresqlserver_facts.py","56","225","4.27%","64","8","187","0","8","30"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_autoscale.py","31","622","2.35%","154","12","551","0","13","59"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_deployment.py","32","660","2.07%","176","11","577","10","12","62"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_networkinterface_facts.py","58","211","4.32%","74","6","162","0","7","43"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_keyvault.py","33","494","2.88%","198","14","416","12","12","52"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_mysqldatabase.py","48","304","3.44%","131","11","232","12","8","49"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_publicipaddress_facts.py","58","185","5.07%","80","7","138","0","7","40"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_mysqldatabase_facts.py","56","202","4.84%","63","8","165","0","8","29"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_virtualmachine_scaleset.py","24","904","2.34%","306","17","766","13","18","108"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_storageaccount_facts.py","58","192","4.22%","70","6","142","0","6","44"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_sqlfirewallrule.py","52","272","3.96%","119","11","202","12","8","47"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_storageblob.py","28","550","3.81%","241","18","472","0","18","60"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_containerinstance.py","51","426","4.49%","142","13","334","17","15","62"
"ansible","lib.ansible.modules.cloud.azure._azure.py","37","597","6.49%","251","30","477","17","31","73"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_containerregistry.py","43","416","2.02%","144","10","345","18","7","43"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_storageaccount.py","31","460","3.13%","204","12","383","4","12","61"
"ansible","lib.ansible.modules.cloud.azure.azure_rm_virtualmachineimage_facts.py","53","220","4.21%","88","7","166","0","7","47"
"ansible","lib.ansible.modules.cloud.openstack.os_volume.py","56","168","2.14%","51","3","140","0","3","25"
"ansible","lib.ansible.modules.cloud.openstack.os_object.py","63","125","3.88%","44","4","103","0","4","18"
"ansible","lib.ansible.modules.cloud.openstack.os_network.py","54","220","2.04%","62","4","196","0","4","20"
"ansible","lib.ansible.modules.cloud.openstack.os_networks_facts.py","76","144","2.50%","20","3","120","0","3","21"
"ansible","lib.ansible.modules.cloud.openstack.os_nova_host_aggregate.py","42","179","2.06%","86","3","145","0","3","31"
"ansible","lib.ansible.modules.cloud.openstack.os_user_role.py","45","190","1.91%","85","3","157","0","3","30"
"ansible","lib.ansible.modules.cloud.openstack.os_loadbalancer.py","50","258","2.69%","71","7","223","0","6","28"
"ansible","lib.ansible.modules.cloud.openstack.os_subnets_facts.py","75","157","2.25%","20","3","133","0","3","21"
"ansible","lib.ansible.modules.cloud.openstack.os_keypair.py","57","156","4.00%","50","5","125","0","5","26"
"ansible","lib.ansible.modules.cloud.openstack.os_keystone_domain.py","50","185","1.96%","65","3","153","0","3","29"
"ansible","lib.ansible.modules.cloud.openstack.os_keystone_endpoint.py","48","208","1.70%","74","3","176","0","3","29"
"ansible","lib.ansible.modules.cloud.openstack.os_volume_snapshot.py","64","194","10.32%","56","16","155","0","16","23"
"ansible","lib.ansible.modules.cloud.openstack.os_keystone_role.py","58","125","2.97%","44","3","101","0","3","21"
"ansible","lib.ansible.cli.console.py","36","442","12.09%","299","46","306","17","37","73"
"ansible","lib.ansible.modules.cloud.openstack.os_keystone_service.py","49","194","1.81%","66","3","165","0","3","26"
"ansible","lib.ansible.modules.cloud.openstack.os_project.py","52","211","4.00%","81","7","175","0","7","29"
"ansible","lib.ansible.modules.cloud.openstack.os_auth.py","81","68","6.12%","20","3","49","0","3","16"
"ansible","lib.ansible.modules.cloud.openstack.os_subnet.py","34","358","2.22%","150","9","314","0","7","35"
"ansible","lib.ansible.modules.cloud.openstack.os_nova_flavor.py","52","258","1.78%","52","3","224","0","4","31"
"ansible","lib.ansible.modules.cloud.openstack.os_user_group.py","61","107","3.61%","40","3","83","0","3","21"
"ansible","lib.ansible.modules.cloud.openstack.os_floating_ip.py","54","254","6.66%","75","14","210","0","14","30"
"ansible","lib.ansible.modules.cloud.openstack.os_stack.py","49","267","2.56%","77","6","234","0","6","27"
"ansible","lib.ansible.modules.cloud.openstack.os_pool.py","48","266","1.29%","67","3","232","0","3","31"
"ansible","lib.ansible.modules.cloud.openstack.os_user_facts.py","70","161","4.58%","37","6","131","0","6","24"
"ansible","lib.ansible.modules.cloud.openstack.os_server_metadata.py","57","171","4.22%","52","6","142","0","6","23"
"ansible","lib.ansible.modules.cloud.openstack.os_member.py","51","227","1.53%","57","3","195","0","3","29"
"ansible","lib.ansible.modules.cloud.openstack.os_zone.py","47","214","1.62%","65","3","185","0","3","26"
"ansible","lib.ansible.modules.cloud.openstack.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.openstack.os_security_group_rule.py","47","369","3.38%","105","8","295","19","10","47"
"ansible","lib.ansible.modules.cloud.openstack.os_image_facts.py","73","166","2.08%","25","3","144","0","3","19"
"ansible","lib.ansible.modules.cloud.openstack.os_quota.py","49","449","3.88%","100","14","360","5","14","70"
"ansible","lib.ansible.modules.cloud.openstack.os_project_access.py","66","199","16.89%","52","25","148","0","25","26"
"ansible","lib.ansible.modules.cloud.openstack.os_ironic.py","53","336","10.98%","100","29","264","0","29","43"
"ansible","lib.ansible.modules.cloud.openstack.os_server_action.py","44","250","4.10%","116","9","195","0","8","46"
"ansible","lib.ansible.modules.cloud.openstack.os_ironic_node.py","47","346","7.74%","123","22","284","0","22","40"
"ansible","lib.ansible.modules.cloud.openstack.os_listener.py","51","256","2.72%","67","7","220","0","6","29"
"ansible","lib.ansible.modules.cloud.openstack.os_port.py","45","364","4.26%","104","13","305","3","13","43"
"ansible","lib.ansible.modules.cloud.openstack.os_user.py","45","287","3.67%","105","9","245","0","9","33"
"ansible","lib.ansible.modules.cloud.openstack.os_group.py","51","167","2.14%","56","3","140","0","3","24"
"ansible","lib.ansible.modules.cloud.openstack.os_coe_cluster_template.py","55","373","0.85%","51","3","349","0","3","21"
"ansible","lib.ansible.modules.cloud.openstack.os_server_volume.py","63","147","7.96%","52","7","113","0","9","27"
"ansible","lib.ansible.modules.cloud.openstack.os_keystone_domain_facts.py","74","128","3.88%","30","4","103","0","4","21"
"ansible","lib.ansible.modules.cloud.openstack.os_security_group.py","56","163","3.12%","69","4","128","3","4","28"
"ansible","lib.ansible.modules.cloud.openstack.os_client_config.py","68","82","4.91%","30","3","61","0","3","18"
"ansible","lib.ansible.modules.cloud.openstack.os_server_group.py","57","172","2.04%","44","3","147","0","3","22"
"ansible","lib.ansible.modules.cloud.openstack.os_image.py","61","185","3.12%","43","5","160","0","5","20"
"ansible","lib.ansible.modules.cloud.openstack.os_port_facts.py","73","213","1.56%","23","3","192","0","3","18"
"ansible","lib.ansible.modules.cloud.openstack.os_ironic_inspect.py","64","144","6.03%","40","7","116","0","7","21"
"ansible","lib.ansible.modules.cloud.openstack.os_server_facts.py","76","89","7.46%","24","5","67","0","5","17"
"ansible","lib.ansible.modules.cloud.openstack.os_server.py","32","743","2.91%","192","19","651","0","19","73"
"ansible","lib.ansible.modules.cloud.openstack.os_router.py","32","487","5.17%","211","22","406","2","21","57"
"ansible","lib.ansible.modules.cloud.openstack._os_server_actions.py","44","250","4.10%","116","9","195","0","8","46"
"ansible","lib.ansible.modules.cloud.openstack.os_project_facts.py","70","153","4.87%","37","6","123","0","6","24"
"ansible","lib.ansible.modules.cloud.openstack.os_flavor_facts.py","63","225","1.55%","42","3","193","0","3","29"
"ansible","lib.ansible.modules.cloud.openstack.os_recordset.py","47","236","1.97%","73","4","203","0","4","29"
"ansible","lib.ansible.modules.cloud.linode.linode.py","34","670","10.38%","252","57","549","6","57","58"
"ansible","lib.ansible.modules.cloud.linode.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.online.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.online.online_user_facts.py","81","75","7.01%","22","4","57","0","4","14"
"ansible","lib.ansible.modules.cloud.memset.memset_dns_reload.py","69","190","10.07%","66","14","139","10","14","27"
"ansible","lib.ansible.modules.cloud.memset.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.memset.memset_zone.py","53","316","8.15%","138","19","233","20","19","44"
"ansible","lib.ansible.modules.cloud.memset.memset_zone_domain.py","58","269","10.92%","118","20","183","20","20","46"
"ansible","lib.ansible.modules.cloud.memset.memset_zone_record.py","54","378","10.80%","138","31","287","20","31","40"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_snapshot_facts.py","81","85","7.57%","22","5","66","0","5","14"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_organization_facts.py","79","103","6.02%","24","5","83","0","5","15"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_ip_facts.py","82","81","8.06%","22","5","62","0","5","14"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_server_facts.py","76","167","3.37%","22","5","148","0","5","14"
"ansible","lib.ansible.modules.cloud.scaleway.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_security_group_facts.py","81","85","7.57%","22","5","66","0","5","14"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_volume.py","59","172","5.14%","50","7","136","0","7","29"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_compute.py","30","608","4.57%","273","10","459","0","21","139"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_volume_facts.py","81","83","7.81%","22","5","64","0","5","14"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_sshkey.py","60","174","7.08%","63","9","127","0","9","38"
"ansible","lib.ansible.modules.cloud.scaleway.scaleway_image_facts.py","77","121","5.05%","26","5","99","0","5","17"
"ansible","lib.ansible.modules.cloud.heroku.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.heroku.heroku_collaborator.py","59","127","2.91%","39","3","103","0","3","21"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_domain.py","54","257","10.50%","99","21","200","0","21","36"
"ansible","lib.ansible.modules.cloud.cloudstack._cs_nic.py","46","281","2.45%","94","5","244","0","6","32"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_vpc.py","44","388","2.61%","118","9","344","0","9","35"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_service_offering.py","46","536","1.21%","83","6","495","0","6","35"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_instance_nic.py","56","291","8.82%","93","21","238","0","21","32"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_storage_pool.py","39","506","5.84%","161","24","428","0","25","54"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_vmsnapshot.py","57","285","8.11%","72","19","234","0","19","32"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_user.py","37","434","2.48%","149","9","362","0","9","63"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_vpc_offering.py","47","287","2.09%","97","5","239","0","5","43"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_ip_address.py","51","268","2.60%","74","6","230","0","6","32"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_template.py","29","740","1.04%","187","7","667","0","7","66"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_network.py","35","602","1.28%","143","7","543","0","7","52"
"ansible","lib.ansible.modules.cloud.cloudstack.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_role_permission.py","38","342","1.87%","143","5","266","0","5","71"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_region.py","66","199","12.17%","63","19","156","0","19","24"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_sshkeypair.py","51","267","11.84%","117","25","211","0","25","31"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_affinitygroup.py","59","243","9.79%","69","19","194","0","19","30"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_loadbalancer_rule_member.py","52","346","7.26%","95","21","289","0","21","36"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_instancegroup.py","68","192","12.83%","55","19","148","0","19","25"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_vpn_gateway.py","66","214","11.30%","62","19","168","0","19","27"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_disk_offering.py","50","373","2.08%","79","7","335","0","7","31"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_resourcelimit.py","68","213","11.83%","50","20","169","0","20","24"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_securitygroup.py","59","193","3.16%","54","5","158","0","5","30"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_facts.py","58","242","12.88%","84","23","194","0","25","25"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_network_acl_rule.py","47","455","5.05%","102","20","396","0","20","39"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_zone_facts.py","75","192","2.95%","23","5","169","0","5","18"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_zone.py","56","373","5.99%","87","19","317","0","19","37"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_staticnat.py","65","259","10.47%","65","22","210","0","22","27"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_network_offering.py","47","384","1.79%","91","6","334","0","6","44"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_vpn_connection.py","45","344","2.00%","97","6","299","0","6","39"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_loadbalancer_rule.py","58","353","6.95%","80","21","302","0","21","30"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_host.py","37","627","4.34%","170","24","552","0","24","51"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_network_acl.py","68","204","11.87%","55","19","160","0","19","25"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_firewall.py","34","430","1.87%","125","7","373","0","7","50"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_cluster.py","53","385","6.50%","112","21","323","0","21","41"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_iso.py","48","447","5.72%","113","22","384","0","22","41"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_project.py","53","283","8.84%","94","20","226","0","20","37"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_pod.py","46","286","2.04%","101","6","245","0","5","35"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_volume.py","43","450","5.49%","133","21","382","0","21","47"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_role.py","63","217","11.62%","77","20","172","0","20","25"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_instance_nic_secondaryip.py","58","273","8.84%","78","20","226","0","20","27"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_vpn_customer_gateway.py","48","335","2.00%","89","6","300","0","6","29"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_snapshot_policy.py","44","348","1.59%","97","5","313","0","5","30"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_portforward.py","47","380","2.36%","96","8","338","0","8","34"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_instance.py","8","1079","3.02%","457","28","925","0","28","126"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_securitygroup_rule.py","33","376","2.47%","138","7","323","0","8","46"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_configuration.py","55","280","8.54%","95","20","234","0","20","26"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_instance_facts.py","50","299","2.23%","76","6","269","0","6","24"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_router.py","46","379","7.04%","130","21","298","0","21","60"
"ansible","lib.ansible.modules.cloud.cloudstack.cs_account.py","47","360","7.16%","113","21","293","0","21","46"
"ansible","lib.ansible.modules.cloud.cloudscale.cloudscale_floating_ip.py","49","280","5.77%","86","13","225","0","13","42"
"ansible","lib.ansible.modules.cloud.cloudscale.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.cloudscale.cloudscale_server.py","42","396","5.79%","122","19","328","0","19","49"
"ansible","lib.ansible.modules.cloud.smartos.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.smartos.imgadm.py","50","309","11.50%","126","24","226","0","26","59"
"ansible","lib.ansible.modules.cloud.smartos.vmadm.py","40","750","12.28%","205","71","586","0","72","93"
"ansible","lib.ansible.modules.cloud.smartos.smartos_image_facts.py","72","107","7.04%","36","5","71","0","5","31"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_clusters_facts.py","84","114","25.31%","26","20","79","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_snapshot.py","55","282","8.73%","84","20","229","0","20","33"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_storage_templates_facts.py","81","132","22.10%","32","21","95","0","21","16"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_storage_domain_facts.py","84","114","25.31%","26","20","79","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_network.py","52","297","9.01%","78","21","244","0","22","32"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_storage_vms_facts.py","81","132","22.10%","32","21","95","0","21","16"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_templates.py","36","620","1.99%","131","11","552","3","11","54"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_hosts.py","34","616","2.69%","124","12","557","0","15","47"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_snapshot_facts.py","65","127","4.85%","37","5","103","0","5","19"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_external_provider.py","51","408","7.57%","106","25","330","11","25","42"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_host_networks.py","37","498","8.43%","161","34","403","4","34","57"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_networks.py","52","297","9.01%","78","21","244","0","22","32"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_permission_facts.py","71","155","17.54%","49","20","114","0","20","21"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_group_facts.py","84","112","25.97%","26","20","77","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_storage_connections.py","46","270","2.10%","65","5","238","0","5","27"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_permissions.py","44","313","2.23%","81","6","269","0","6","38"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_template_facts.py","84","114","25.31%","26","20","79","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_groups_facts.py","84","112","25.97%","26","20","77","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_vmpools.py","65","229","11.47%","46","21","183","0","21","25"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_mac_pools.py","59","172","3.52%","45","5","142","0","5","25"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_external_providers_facts.py","72","162","16.12%","39","20","124","0","20","18"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_storage_template_facts.py","81","132","22.10%","32","21","95","0","21","16"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_storage_vm_facts.py","81","132","22.10%","32","21","95","0","21","16"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_datacenters_facts.py","73","97","6.49%","26","5","77","0","5","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_tag_facts.py","69","159","16.66%","44","20","120","0","20","19"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_user.py","72","179","14.92%","43","20","134","0","20","25"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_disks.py","31","704","2.94%","191","18","611","6","18","69"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_tag.py","57","248","12.43%","79","24","193","0","24","31"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_users_facts.py","84","112","25.97%","26","20","77","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_nics_facts.py","77","132","21.05%","35","20","95","0","20","17"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_disk.py","31","704","2.94%","191","18","611","6","18","69"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_affinity_groups.py","45","331","4.69%","90","13","277","5","13","36"
"ansible","lib.ansible.modules.cloud.ovirt.__init__.py","100","0","NA","0","0","0","0","0","0"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_nics.py","48","277","4.29%","84","10","233","0","10","34"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_affinity_labels_facts.py","68","173","15.03%","42","20","133","0","20","20"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_storage_domains.py","35","699","5.93%","182","35","590","11","35","63"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_user_facts.py","84","112","25.97%","26","20","77","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_auth.py","54","298","2.24%","47","6","267","0","6","25"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_users.py","72","179","14.92%","43","20","134","0","20","25"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_host_facts.py","72","110","5.55%","26","5","90","0","5","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_nic_facts.py","77","132","21.05%","35","20","95","0","20","17"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_datacenters.py","53","222","2.64%","60","5","189","0","5","28"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_mac_pool.py","59","172","3.52%","45","5","142","0","5","25"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_datacenter.py","53","222","2.64%","60","5","189","0","5","28"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_tags_facts.py","69","159","16.66%","44","20","120","0","20","19"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_cluster.py","22","677","1.59%","126","10","626","0","10","41"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_template.py","36","620","1.99%","131","11","552","3","11","54"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_vm.py","0","2202","1.64%","457","32","2005","19","33","146"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_storage_domain.py","35","699","5.93%","182","35","590","11","35","63"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_groups.py","70","188","15.60%","45","22","141","0","22","25"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_permissions_facts.py","71","155","17.54%","49","20","114","0","20","21"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_vms_facts.py","82","135","20.00%","26","20","100","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_templates_facts.py","84","114","25.31%","26","20","79","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_vmpools_facts.py","84","112","25.97%","26","20","77","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_snapshots.py","55","282","8.73%","84","20","229","0","20","33"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_tags.py","57","248","12.43%","79","24","193","0","24","31"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_disk_facts.py","86","111","25.64%","24","20","78","0","20","13"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_vmpool.py","65","229","11.47%","46","21","183","0","21","25"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_storage_connection.py","46","270","2.10%","65","5","238","0","5","27"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_hosts_facts.py","72","110","5.55%","26","5","90","0","5","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_affinity_label_facts.py","68","173","15.03%","42","20","133","0","20","20"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_host.py","34","616","2.69%","124","12","557","0","15","47"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_nic.py","48","277","4.29%","84","10","233","0","10","34"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_clusters.py","22","677","1.59%","126","10","626","0","10","41"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_affinity_label.py","59","213","12.19%","75","20","164","0","20","29"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_scheduling_policy_facts.py","79","131","21.05%","33","20","95","0","20","16"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_affinity_labels.py","59","213","12.19%","75","20","164","0","20","29"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_scheduling_policies_facts.py","79","131","21.05%","33","20","95","0","20","16"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_snapshots_facts.py","65","127","4.85%","37","5","103","0","5","19"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_networks_facts.py","84","114","25.97%","26","20","77","0","20","17"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_host_network.py","37","498","8.43%","161","34","403","4","34","57"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_external_provider_facts.py","72","162","16.12%","39","20","124","0","20","18"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_external_providers.py","51","408","7.57%","106","25","330","11","25","42"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_quota.py","54","297","5.66%","77","14","247","0","14","36"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_group.py","70","188","15.60%","45","22","141","0","22","25"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_vm_facts.py","82","135","20.00%","26","20","100","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_network_facts.py","84","114","25.97%","26","20","77","0","20","17"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_storage_domains_facts.py","84","114","25.31%","26","20","79","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_host_pm.py","53","260","3.13%","63","7","223","0","7","30"
"ansible","lib.ansible.modules.cloud.ovirt.ovirt_cluster_facts.py","84","114","25.31%","26","20","79","0","20","15"
"ansible","lib.ansible.modules.cloud.ovirt._ovirt_vms.py","0","2202","1.64%","457","32","2005","19","33","146"
