"Repository","Code Module","Maintainability Index","Total Lines of Code","Comment-to-SLOC Ratio","Logical Lines of Code","Single Line Comments (Only #)","Source Lines of Code","Multi-Line Strings","Comments","Blank Lines"
"scikit-learn","sklearn.datasets.openml.py","45","652","16.35%","272","53","324","171","53","104"
"scikit-learn","sklearn.datasets.california_housing.py","74","160","18.18%","50","10","55","50","10","45"
"scikit-learn","sklearn.datasets.rcv1.py","63","292","15.58%","130","25","154","56","24","57"
"scikit-learn","sklearn.datasets.svmlight_format.py","45","490","10.55%","156","15","180","201","19","94"
"scikit-learn","sklearn.datasets.setup.py","64","24","0.00%","17","0","19","0","0","5"
"scikit-learn","sklearn.datasets.lfw.py","53","532","22.60%","180","53","230","139","52","110"
"scikit-learn","sklearn.datasets.twenty_newsgroups.py","57","445","5.97%","176","13","201","147","12","84"
"scikit-learn","sklearn.__check_build.__init__.py","84","46","15.15%","20","4","33","3","5","6"
"scikit-learn","sklearn.__check_build.setup.py","97","18","18.18%","9","2","11","0","2","5"
"scikit-learn","sklearn.preprocessing.data.py","2","2938","9.62%","871","96","1164","1124","112","554"
"scikit-learn","sklearn.preprocessing.base.py","77","90","15.38%","40","7","39","24","6","20"
"scikit-learn","sklearn.preprocessing.__init__.py","100","72","3.38%","31","1","59","4","2","8"
"scikit-learn","sklearn.preprocessing._encoders.py","37","849","8.72%","341","37","401","258","35","153"
"scikit-learn","sklearn.preprocessing.imputation.py","54","373","19.40%","176","42","201","61","39","69"
"scikit-learn","sklearn.preprocessing.label.py","30","973","8.17%","359","31","367","395","30","180"
"scikit-learn","sklearn.preprocessing._function_transformer.py","64","201","2.77%","61","3","72","84","2","42"
"scikit-learn","sklearn.preprocessing._discretization.py","56","307","10.83%","114","12","120","113","13","62"
"scikit-learn","sklearn.utils.arpack.py","100","23","7.14%","11","1","14","0","1","8"
"scikit-learn","sklearn.utils.bench.py","48","26","33.33%","5","0","3","16","1","7"
"scikit-learn","sklearn.utils.metaestimators.py","64","210","14.85%","102","16","101","55","15","38"
"scikit-learn","sklearn.utils.estimator_checks.py","0","2348","17.18%","1437","280","1618","58","278","392"
"scikit-learn","sklearn.utils.validation.py","27","968","14.05%","304","55","370","359","52","184"
"scikit-learn","sklearn.utils.stats.py","92","27","20.00%","14","3","15","3","3","6"
"scikit-learn","sklearn.utils.fixes.py","48","379","17.56%","221","23","222","60","39","74"
"scikit-learn","sklearn.utils.__init__.py","35","640","14.59%","179","27","185","305","27","123"
"scikit-learn","sklearn.utils._joblib.py","100","34","19.23%","24","5","26","0","5","3"
"scikit-learn","sklearn.utils.optimize.py","62","204","18.18%","73","12","77","71","14","44"
"scikit-learn","sklearn.utils.random.py","63","199","14.06%","51","9","64","84","9","42"
"scikit-learn","sklearn.utils.multiclass.py","44","447","18.28%","167","24","175","157","32","91"
"scikit-learn","sklearn.utils.mocking.py","69","134","8.62%","59","5","58","49","5","22"
"scikit-learn","sklearn.utils._show_versions.py","86","116","1.69%","47","2","59","24","1","31"
"scikit-learn","sklearn.utils.deprecation.py","70","152","8.57%","74","8","70","40","6","34"
"scikit-learn","sklearn.utils.extmath.py","31","846","14.05%","253","35","249","390","35","172"
"scikit-learn","sklearn.utils.class_weight.py","66","178","13.58%","66","11","81","53","11","33"
"scikit-learn","sklearn.utils.linear_assignment_.py","56","282","35.71%","130","42","112","78","40","50"
"scikit-learn","sklearn.utils.setup.py","59","84","0.00%","30","0","64","0","0","20"
"scikit-learn","sklearn.utils._unittest_backport.py","63","224","4.16%","95","5","96","81","4","42"
"scikit-learn","sklearn.utils.sparsefuncs.py","46","540","5.53%","233","15","235","171","13","119"
"scikit-learn","sklearn.utils.graph.py","74","84","45.45%","31","7","33","30","15","14"
"scikit-learn","sklearn.utils.testing.py","31","990","16.46%","436","79","492","253","81","166"
"scikit-learn","sklearn.utils._scipy_sparse_lsqr_backport.py","44","508","16.82%","205","33","208","192","35","75"
"scikit-learn","sklearn.utils.sparsetools.__init__.py","100","13","12.50%","5","1","8","0","1","4"
"scikit-learn","sklearn.utils.sparsetools.setup.py","95","15","12.50%","8","1","8","0","1","6"
"scrapy","scrapy.extension.py","100","15","0.00%","8","0","7","4","0","4"
"scrapy","scrapy.mail.py","56","137","0.93%","95","1","107","4","1","25"
"scrapy","scrapy.__main__.py","85","4","0.00%","3","0","3","0","0","1"
"scrapy","scrapy.squeues.py","100","43","10.71%","25","3","28","3","3","9"
"scrapy","scrapy.shell.py","54","207","2.00%","148","3","150","19","3","35"
"scrapy","scrapy.dupefilters.py","64","73","5.35%","58","1","56","0","3","16"
"scrapy","scrapy.telnet.py","100","7","0.00%","4","0","6","0","0","1"
"scrapy","scrapy.resolver.py","91","31","25.00%","20","5","20","0","5","6"
"scrapy","scrapy.link.py","76","42","0.00%","25","1","26","5","0","10"
"scrapy","scrapy.cmdline.py","45","174","6.20%","142","9","145","0","9","20"
"scrapy","scrapy.item.py","58","102","1.51%","67","2","66","4","1","30"
"scrapy","scrapy.__init__.py","89","39","21.73%","22","5","23","3","5","8"
"scrapy","scrapy.interfaces.py","100","18","0.00%","10","2","6","4","0","6"
"scrapy","scrapy.spiderloader.py","80","84","1.72%","53","1","58","14","1","11"
"scrapy","scrapy.signals.py","100","30","5.26%","20","1","19","5","1","5"
"scrapy","scrapy.statscollectors.py","65","84","0.00%","53","0","52","3","0","29"
"scrapy","scrapy.exceptions.py","100","56","19.04%","31","12","21","8","4","15"
"scrapy","scrapy.responsetypes.py","58","121","0.00%","82","2","92","14","0","13"
"scrapy","scrapy.signalmanager.py","100","71","0.00%","26","0","21","34","0","16"
"scrapy","scrapy.exporters.py","35","340","5.15%","246","10","252","15","13","63"
"scrapy","scrapy.conf.py","100","13","25.00%","7","2","8","0","2","3"
"scrapy","scrapy.crawler.py","58","338","5.55%","184","10","198","67","11","63"
"scrapy","scrapy.log.py","81","60","10.25%","27","4","39","3","4","14"
"scrapy","scrapy.logformatter.py","82","77","2.04%","27","0","49","15","1","13"
"scrapy","scrapy._monkeypatches.py","90","25","40.00%","14","5","15","0","6","5"
"scrapy","scrapy.middleware.py","58","75","0.00%","55","1","58","0","0","16"
"scrapy","scrapy.contracts.__init__.py","48","179","3.81%","133","7","131","0","5","41"
"scrapy","scrapy.contracts.default.py","72","89","1.96%","49","1","51","15","1","22"
"scrapy","scrapy.xlib.__init__.py","100","2","NA","1","0","0","2","0","0"
"scrapy","scrapy.xlib.tx.py","100","19","40.00%","12","0","15","0","6","4"
"scrapy","scrapy.xlib.pydispatch.py","100","19","0.00%","5","0","16","0","0","3"
"scrapy","scrapy.extensions.memusage.py","50","122","3.09%","97","3","97","4","3","18"
"scrapy","scrapy.extensions.httpcache.py","34","439","16.77%","302","43","310","8","52","78"
"scrapy","scrapy.extensions.telnet.py","61","118","3.29%","70","4","91","4","3","19"
"scrapy","scrapy.extensions.closespider.py","64","69","0.00%","43","0","48","4","0","17"
"scrapy","scrapy.extensions.__init__.py","100","0","NA","0","0","0","0","0","0"
"scrapy","scrapy.extensions.throttle.py","67","93","18.33%","52","12","60","0","11","21"
"scrapy","scrapy.extensions.corestats.py","81","39","0.00%","28","0","27","3","0","9"
"scrapy","scrapy.extensions.logstats.py","50","52","0.00%","40","1","39","0","0","12"
"scrapy","scrapy.extensions.spiderstate.py","59","39","0.00%","31","1","30","0","0","8"
"scrapy","scrapy.extensions.memdebug.py","83","34","0.00%","23","0","22","4","0","8"
"scrapy","scrapy.extensions.statsmailer.py","77","34","0.00%","25","0","24","4","0","6"
"scrapy","scrapy.extensions.debug.py","78","64","4.44%","42","2","45","4","2","13"
"scrapy","scrapy.extensions.feedexport.py","33","298","1.70%","227","6","235","6","4","51"
"scrapy","scrapy.spiders.sitemap.py","68","101","15.15%","68","10","66","7","10","18"
"scrapy","scrapy.spiders.__init__.py","62","131","1.11%","81","2","90","12","1","27"
"scrapy","scrapy.spiders.crawl.py","56","107","0.00%","77","0","78","5","0","24"
"scrapy","scrapy.spiders.feed.py","72","136","4.54%","77","4","66","40","3","26"
"scrapy","scrapy.spiders.init.py","100","32","0.00%","13","1","10","14","0","7"
"scrapy","scrapy.commands.runspider.py","41","92","0.00%","73","0","78","0","0","14"
"scrapy","scrapy.commands.startproject.py","56","122","0.00%","81","0","91","7","0","24"
"scrapy","scrapy.commands.bench.py","100","59","0.00%","41","1","43","0","0","15"
"scrapy","scrapy.commands.fetch.py","57","70","3.57%","54","2","56","0","2","12"
"scrapy","scrapy.commands.shell.py","84","80","7.69%","46","4","52","7","4","17"
"scrapy","scrapy.commands.genspider.py","49","128","0.96%","94","2","104","4","1","18"
"scrapy","scrapy.commands.edit.py","56","39","0.00%","28","0","28","0","0","11"
"scrapy","scrapy.commands.__init__.py","78","105","3.33%","60","1","60","23","2","21"
"scrapy","scrapy.commands.crawl.py","50","61","0.00%","44","0","51","0","0","10"
"scrapy","scrapy.commands.parse.py","36","254","3.50%","188","7","200","0","7","47"
"scrapy","scrapy.commands.view.py","100","18","0.00%","12","0","13","0","0","5"
"scrapy","scrapy.commands.version.py","61","33","0.00%","23","0","24","0","0","9"
"scrapy","scrapy.commands.list.py","100","14","0.00%","11","0","10","0","0","4"
"scrapy","scrapy.commands.check.py","52","98","4.00%","75","3","75","0","3","20"
"scrapy","scrapy.commands.settings.py","100","47","0.00%","35","0","40","0","0","7"
"scrapy","scrapy.templates.project.module.__init__.py","100","0","NA","0","0","0","0","0","0"
"scrapy","scrapy.templates.project.module.spiders.__init__.py","100","4","NA","0","4","0","0","4","0"
"scrapy","scrapy.spidermiddlewares.offsite.py","65","72","3.77%","53","2","53","4","2","13"
"scrapy","scrapy.spidermiddlewares.__init__.py","100","0","NA","0","0","0","0","0","0"
"scrapy","scrapy.spidermiddlewares.referer.py","55","360","5.98%","162","11","167","109","10","73"
"scrapy","scrapy.spidermiddlewares.httperror.py","71","57","2.50%","38","1","40","4","1","12"
"scrapy","scrapy.spidermiddlewares.depth.py","69","58","2.38%","38","1","42","4","1","11"
"scrapy","scrapy.spidermiddlewares.urllength.py","80","37","0.00%","23","0","23","4","0","10"
"scrapy","scrapy.selector.csstranslator.py","100","15","0.00%","5","0","11","0","0","4"
"scrapy","scrapy.selector.__init__.py","100","5","0.00%","3","0","2","3","0","0"
"scrapy","scrapy.selector.unified.py","73","119","1.69%","58","1","59","29","1","30"
"scrapy","scrapy.selector.lxmlsel.py","87","50","0.00%","13","0","40","3","0","7"
"scrapy","scrapy.loader.processors.py","71","93","0.00%","59","0","56","14","0","23"
"scrapy","scrapy.loader.__init__.py","36","203","0.00%","155","0","163","3","0","37"
"scrapy","scrapy.loader.common.py","100","13","0.00%","9","1","7","3","0","2"
"scrapy","scrapy.http.headers.py","57","95","0.00%","69","3","68","3","0","21"
"scrapy","scrapy.http.__init__.py","100","17","0.00%","9","0","8","5","0","4"
"scrapy","scrapy.http.common.py","78","6","0.00%","6","0","6","0","0","0"
"scrapy","scrapy.http.cookies.py","52","195","4.72%","123","6","127","13","6","49"
"scrapy","scrapy.http.response.text.py","58","175","5.00%","105","7","120","20","6","28"
"scrapy","scrapy.http.response.__init__.py","70","135","1.20%","73","2","83","28","1","22"
"scrapy","scrapy.http.response.html.py","100","11","0.00%","4","0","3","5","0","3"
"scrapy","scrapy.http.response.xml.py","100","11","0.00%","4","0","3","5","0","3"
"scrapy","scrapy.http.request.__init__.py","60","98","1.51%","66","1","66","8","1","23"
"scrapy","scrapy.http.request.form.py","45","213","8.60%","135","14","151","10","13","38"
"scrapy","scrapy.http.request.rpc.py","89","35","18.75%","17","3","16","5","3","11"
"scrapy","scrapy.pipelines.__init__.py","100","24","0.00%","14","0","13","4","0","7"
"scrapy","scrapy.pipelines.images.py","50","229","9.75%","144","16","164","6","16","43"
"scrapy","scrapy.pipelines.files.py","34","490","4.96%","310","14","383","18","19","75"
"scrapy","scrapy.pipelines.media.py","54","175","7.03%","121","12","128","8","9","27"
"scrapy","scrapy.core.engine.py","39","346","3.92%","256","14","255","15","10","62"
"scrapy","scrapy.core.__init__.py","100","3","NA","1","0","0","3","0","0"
"scrapy","scrapy.core.spidermw.py","62","76","0.00%","53","0","60","4","0","12"
"scrapy","scrapy.core.scraper.py","44","244","1.04%","174","5","192","14","2","33"
"scrapy","scrapy.core.scheduler.py","42","134","0.86%","110","0","115","0","1","19"
"scrapy","scrapy.core.downloader.contextfactory.py","87","105","50.00%","36","22","42","17","21","24"
"scrapy","scrapy.core.downloader.__init__.py","46","202","7.33%","137","12","150","0","11","40"
"scrapy","scrapy.core.downloader.webclient.py","62","160","17.64%","103","17","102","9","18","32"
"scrapy","scrapy.core.downloader.tls.py","81","88","27.77%","43","10","54","8","15","16"
"scrapy","scrapy.core.downloader.middleware.py","62","77","0.00%","52","0","60","4","0","13"
"scrapy","scrapy.core.downloader.handlers.http11.py","41","488","14.50%","290","53","331","30","48","74"
"scrapy","scrapy.core.downloader.handlers.__init__.py","64","77","4.91%","60","1","61","3","3","12"
"scrapy","scrapy.core.downloader.handlers.http10.py","84","27","0.00%","20","1","19","2","0","5"
"scrapy","scrapy.core.downloader.handlers.ftp.py","74","115","0.00%","61","0","68","24","0","23"
"scrapy","scrapy.core.downloader.handlers.file.py","100","18","0.00%","14","0","14","0","0","4"
"scrapy","scrapy.core.downloader.handlers.s3.py","54","99","3.79%","67","5","79","0","3","15"
"scrapy","scrapy.core.downloader.handlers.http.py","100","15","9.09%","9","1","11","0","1","3"
"scrapy","scrapy.core.downloader.handlers.datauri.py","64","25","0.00%","17","0","18","0","0","7"
"scrapy","scrapy.downloadermiddlewares.useragent.py","100","23","0.00%","16","2","14","0","0","7"
"scrapy","scrapy.downloadermiddlewares.ajaxcrawl.py","76","94","27.27%","47","11","44","18","12","21"
"scrapy","scrapy.downloadermiddlewares.downloadtimeout.py","100","26","0.00%","15","0","14","4","0","8"
"scrapy","scrapy.downloadermiddlewares.defaultheaders.py","100","22","0.00%","12","0","11","4","0","7"
"scrapy","scrapy.downloadermiddlewares.httpcache.py","61","108","13.92%","74","9","79","0","11","20"
"scrapy","scrapy.downloadermiddlewares.stats.py","57","34","0.00%","27","0","27","0","0","7"
"scrapy","scrapy.downloadermiddlewares.__init__.py","100","0","NA","0","0","0","0","0","0"
"scrapy","scrapy.downloadermiddlewares.robotstxt.py","61","119","7.77%","85","6","90","4","7","19"
"scrapy","scrapy.downloadermiddlewares.httpproxy.py","57","74","5.26%","55","3","57","0","3","14"
"scrapy","scrapy.downloadermiddlewares.chunked.py","97","21","0.00%","11","0","12","3","0","6"
"scrapy","scrapy.downloadermiddlewares.redirect.py","53","102","0.00%","66","0","72","4","0","26"
"scrapy","scrapy.downloadermiddlewares.decompression.py","73","88","0.00%","63","0","65","5","0","18"
"scrapy","scrapy.downloadermiddlewares.httpauth.py","88","31","0.00%","19","0","17","6","0","8"
"scrapy","scrapy.downloadermiddlewares.retry.py","69","91","3.33%","53","2","60","11","2","18"
"scrapy","scrapy.downloadermiddlewares.httpcompression.py","69","69","14.58%","47","7","48","2","7","12"
"scrapy","scrapy.downloadermiddlewares.cookies.py","56","94","4.28%","72","4","70","0","3","20"
"scrapy","scrapy.settings.deprecated.py","65","27","0.00%","10","0","24","0","0","3"
"scrapy","scrapy.settings.__init__.py","49","466","2.65%","203","8","188","174","5","96"
"scrapy","scrapy.settings.default_settings.py","57","288","6.66%","156","1","210","10","14","67"
"scrapy","scrapy.linkextractors.__init__.py","61","114","8.97%","60","2","78","5","7","29"
"scrapy","scrapy.linkextractors.lxmlhtml.py","56","130","5.00%","91","4","100","6","5","20"
"scrapy","scrapy.linkextractors.sgml.py","52","151","0.85%","107","2","117","8","1","24"
"scrapy","scrapy.linkextractors.htmlparser.py","62","92","1.47%","69","1","68","5","1","18"
"scrapy","scrapy.linkextractors.regex.py","61","40","0.00%","25","2","27","0","0","11"
"scrapy","scrapy.utils.signal.py","74","79","0.00%","55","1","55","10","0","13"
"scrapy","scrapy.utils.iterators.py","57","151","0.97%","106","1","103","17","1","30"
"scrapy","scrapy.utils.reactor.py","69","41","0.00%","32","1","30","3","0","7"
"scrapy","scrapy.utils.url.py","72","136","4.41%","58","7","68","36","3","25"
"scrapy","scrapy.utils.ossignal.py","89","29","5.88%","17","1","17","5","1","6"
"scrapy","scrapy.utils.engine.py","67","45","2.77%","22","2","36","0","1","7"
"scrapy","scrapy.utils.template.py","98","32","0.00%","18","1","15","6","0","10"
"scrapy","scrapy.utils.markup.py","100","7","0.00%","2","0","1","4","0","2"
"scrapy","scrapy.utils.job.py","75","7","0.00%","6","0","6","0","0","1"
"scrapy","scrapy.utils.testproc.py","58","50","2.63%","38","0","38","0","1","12"
"scrapy","scrapy.utils.sitemap.py","82","46","0.00%","29","0","26","10","0","10"
"scrapy","scrapy.utils.boto.py","100","21","0.00%","17","1","16","0","0","4"
"scrapy","scrapy.utils.benchserver.py","58","44","0.00%","32","0","34","0","0","10"
"scrapy","scrapy.utils.serialize.py","56","40","0.00%","32","0","32","0","0","8"
"scrapy","scrapy.utils.trackref.py","75","71","0.00%","43","4","40","10","0","17"
"scrapy","scrapy.utils.__init__.py","100","0","NA","0","0","0","0","0","0"
"scrapy","scrapy.utils.datatypes.py","43","316","0.00%","205","12","200","36","0","68"
"scrapy","scrapy.utils.reqser.py","71","87","3.07%","44","0","65","11","2","11"
"scrapy","scrapy.utils.defer.py","100","106","4.91%","70","5","61","26","3","14"
"scrapy","scrapy.utils.deprecate.py","71","171","13.25%","69","13","83","43","11","32"
"scrapy","scrapy.utils.testsite.py","57","44","0.00%","31","0","32","0","0","12"
"scrapy","scrapy.utils.decorators.py","81","44","0.00%","31","1","28","6","0","9"
"scrapy","scrapy.utils.python.py","50","389","2.07%","220","9","193","114","4","73"
"scrapy","scrapy.utils.conf.py","63","110","2.66%","75","5","75","10","2","20"
"scrapy","scrapy.utils.project.py","63","81","3.38%","61","3","59","4","2","15"
"scrapy","scrapy.utils.misc.py","67","144","2.66%","83","2","75","33","2","34"
"scrapy","scrapy.utils.httpobj.py","100","14","0.00%","9","1","7","3","0","3"
"scrapy","scrapy.utils.ftp.py","100","15","0.00%","11","0","10","4","0","1"
"scrapy","scrapy.utils.console.py","71","94","14.49%","69","10","69","6","10","9"
"scrapy","scrapy.utils.multipart.py","100","7","0.00%","2","0","1","4","0","2"
"scrapy","scrapy.utils.display.py","86","24","0.00%","18","0","17","3","0","4"
"scrapy","scrapy.utils.log.py","64","206","3.60%","99","7","111","35","4","53"
"scrapy","scrapy.utils.request.py","74","94","0.00%","48","1","44","30","0","19"
"scrapy","scrapy.utils.spider.py","82","59","6.66%","28","2","30","11","2","16"
"scrapy","scrapy.utils.http.py","92","26","0.00%","15","0","11","9","0","6"
"scrapy","scrapy.utils.versions.py","100","50","2.43%","28","1","41","0","1","8"
"scrapy","scrapy.utils.gz.py","78","65","27.50%","43","12","40","3","11","10"
"scrapy","scrapy.utils.test.py","76","93","3.57%","63","1","56","20","2","16"
"scrapy","scrapy.utils.response.py","70","84","1.85%","58","3","54","13","1","14"
"sentry","sentry.models.py","-1","393","1.39%","259","4","286","24","4","79"
"sentry","sentry.search_indexes.py","100","63","11.11%","38","4","36","6","4","17"
"sentry","sentry.__init__.py","-1","13","0.00%","5","0","5","6","0","2"
"sentry","sentry.signals.py","100","3","0.00%","2","0","2","0","0","1"
"sentry","sentry.filters.py","48","166","1.58%","109","3","126","6","2","31"
"sentry","sentry.wsgi.py","100","33","28.57%","15","4","14","6","4","9"
"sentry","sentry.web.__init__.py","100","8","NA","1","0","0","6","0","2"
"sentry","sentry.web.urls.py","100","59","10.00%","17","0","30","11","3","18"
"sentry","sentry.web.views.py","-1","650","5.92%","444","30","506","9","30","105"
"sentry","sentry.web.feeds.py","64","93","0.00%","57","0","66","6","0","21"
"sentry","sentry.templatetags.__init__.py","100","0","NA","0","0","0","0","0","0"
"sentry","sentry.templatetags.sentry_helpers.py","45","186","4.63%","151","7","151","4","7","24"
"sentry","sentry.plugins.__init__.py","78","95","23.68%","45","12","38","22","9","23"
"sentry","sentry.plugins.sentry_sites.models.py","100","31","0.00%","14","0","12","10","0","9"
"sentry","sentry.plugins.sentry_sites.__init__.py","100","7","NA","1","0","0","6","0","1"
"sentry","sentry.plugins.sentry_urls.models.py","100","31","0.00%","14","0","12","10","0","9"
"sentry","sentry.plugins.sentry_urls.__init__.py","100","7","NA","1","0","0","6","0","1"
"sentry","sentry.plugins.sentry_redmine.models.py","-1","112","0.00%","78","0","88","6","0","18"
"sentry","sentry.plugins.sentry_redmine.__init__.py","100","7","NA","1","0","0","6","0","1"
"sentry","sentry.plugins.sentry_redmine.conf.py","100","19","33.33%","7","2","6","6","2","5"
"sentry","sentry.plugins.sentry_redmine.migrations.__init__.py","100","0","NA","0","0","0","0","0","0"
"sentry","sentry.plugins.sentry_redmine.migrations.0001_initial.py","100","51","7.69%","13","3","39","0","3","9"
"sentry","sentry.plugins.sentry_servers.models.py","100","31","0.00%","14","0","12","10","0","9"
"sentry","sentry.plugins.sentry_servers.__init__.py","100","7","NA","1","0","0","6","0","1"
"sentry","sentry.conf.__init__.py","100","7","NA","1","0","0","6","0","1"
"sentry","sentry.conf.defaults.py","89","118","46.15%","41","24","52","7","24","35"
"sentry","sentry.conf.server.py","91","120","40.27%","33","15","72","7","29","26"
"sentry","sentry.conf.settings.py","81","44","3.70%","28","1","27","6","1","10"
"sentry","sentry.utils.charts.py","100","15","0.00%","7","0","6","6","0","3"
"sentry","sentry.utils.router.py","91","24","0.00%","14","0","13","6","0","5"
"sentry","sentry.utils.__init__.py","37","362","8.64%","269","22","266","26","23","48"
"sentry","sentry.utils.json.py","100","32","0.00%","20","0","19","6","0","7"
"sentry","sentry.utils.stacks.py","57","184","18.46%","117","23","130","10","24","21"
"sentry","sentry.utils.query.py","61","98","2.98%","70","3","67","10","2","18"
"sentry","sentry.utils.manager.py","-1","260","8.00%","161","8","200","6","16","46"
"sentry","sentry.utils.compat.db.py","100","27","5.55%","11","1","18","6","1","2"
"sentry","sentry.utils.compat.__init__.py","100","12","0.00%","5","0","4","6","0","2"
"sentry","sentry.migrations.0013_auto__add_messagecountbyminute__add_unique_messagecountbyminute_group_.py","100","118","9.57%","20","9","94","0","9","15"
"sentry","sentry.migrations.0010_auto__add_messageindex__add_unique_messageindex_column_value_object_id.py","100","83","7.46%","15","5","67","0","5","11"
"sentry","sentry.migrations.0003_auto__add_field_message_group__del_field_groupedmessage_server_name.py","100","61","11.11%","14","5","45","0","5","11"
"sentry","sentry.migrations.0012_auto.py","100","72","5.00%","12","3","60","0","3","9"
"sentry","sentry.migrations.0007_auto__add_field_message_site.py","100","62","6.00%","12","3","50","0","3","9"
"sentry","sentry.migrations.__init__.py","100","0","NA","0","0","0","0","0","0"
"sentry","sentry.migrations.0014_auto.py","100","81","1.33%","12","1","75","0","1","5"
"sentry","sentry.migrations.0005_auto.py","100","61","6.12%","12","3","49","0","3","9"
"sentry","sentry.migrations.0002_auto__del_field_groupedmessage_url__chg_field_groupedmessage_view__chg.py","100","67","14.89%","16","7","47","0","7","13"
"sentry","sentry.migrations.0004_auto__add_filtervalue__add_unique_filtervalue_key_value.py","100","72","8.92%","15","5","56","0","5","11"
"sentry","sentry.migrations.0009_auto__add_field_message_message_id.py","100","64","5.76%","12","3","52","0","3","9"
"sentry","sentry.migrations.0006_auto.py","100","55","2.04%","12","1","49","0","1","5"
"sentry","sentry.migrations.0008_auto__chg_field_message_view__add_field_groupedmessage_data__chg_field.py","100","81","15.78%","18","9","57","0","9","15"
"sentry","sentry.migrations.0011_auto__add_field_groupedmessage_score.py","100","72","5.00%","12","3","60","0","3","9"
"sentry","sentry.migrations.0001_initial.py","100","98","8.97%","18","7","78","0","7","13"
"sentry","sentry.client.base.py","-1","397","10.35%","252","32","280","15","29","70"
"sentry","sentry.client.models.py","-1","72","0.00%","46","0","47","6","0","19"
"sentry","sentry.client.__init__.py","100","11","0.00%","3","0","2","6","0","3"
"sentry","sentry.client.handlers.py","74","65","6.81%","40","3","44","6","3","12"
"sentry","sentry.client.async.py","-1","76","0.00%","60","3","56","6","0","11"
"sentry","sentry.client.middleware.py","88","43","8.69%","24","2","23","10","2","8"
"sentry","sentry.client.log.__init__.py","93","29","0.00%","16","0","17","6","0","6"
"sentry","sentry.client.celery.models.py","100","14","0.00%","5","0","5","6","0","3"
"sentry","sentry.client.celery.__init__.py","100","9","0.00%","2","0","1","6","0","2"
"sentry","sentry.client.celery.conf.py","100","11","0.00%","3","0","2","6","0","3"
"sentry","sentry.client.celery.client.py","100","7","0.00%","6","1","5","0","0","1"
"sentry","sentry.client.celery.tasks.py","100","15","0.00%","7","0","6","6","0","3"
"sqlalchemy","lib.sqlalchemy.processors.py","65","148","20.00%","89","20","100","4","20","24"
"sqlalchemy","lib.sqlalchemy.__init__.py","80","148","4.68%","14","6","128","0","6","14"
"sqlalchemy","lib.sqlalchemy.interfaces.py","100","312","7.29%","90","19","96","108","7","89"
"sqlalchemy","lib.sqlalchemy.inspection.py","74","93","17.14%","30","6","35","36","6","16"
"sqlalchemy","lib.sqlalchemy.schema.py","100","70","11.32%","5","6","53","2","6","9"
"sqlalchemy","lib.sqlalchemy.log.py","66","217","23.46%","96","31","98","29","23","59"
"sqlalchemy","lib.sqlalchemy.types.py","100","81","8.69%","4","6","69","2","6","4"
"sqlalchemy","lib.sqlalchemy.exc.py","55","480","7.36%","191","36","190","104","14","150"
"sqlalchemy","lib.sqlalchemy.events.py","9","1274","4.87%","153","7","123","814","6","330"
"sqlalchemy","lib.sqlalchemy.pool.base.py","31","968","4.72%","410","26","444","296","21","202"
"sqlalchemy","lib.sqlalchemy.pool.impl.py","51","434","4.72%","197","12","233","93","11","96"
"sqlalchemy","lib.sqlalchemy.pool.__init__.py","100","30","200.00%","7","8","7","8","14","7"
"sqlalchemy","lib.sqlalchemy.pool.dbapi_proxy.py","77","146","10.34%","62","7","58","40","6","41"
"sqlalchemy","lib.sqlalchemy.util.deprecations.py","67","146","7.79%","75","7","77","23","6","39"
"sqlalchemy","lib.sqlalchemy.util.__init__.py","100","49","22.22%","8","8","36","0","8","5"
"sqlalchemy","lib.sqlalchemy.util.queue.py","64","208","26.31%","106","28","95","45","25","40"
"sqlalchemy","lib.sqlalchemy.util.topological.py","78","100","29.09%","50","17","55","4","16","24"
"sqlalchemy","lib.sqlalchemy.util.compat.py","43","338","6.83%","226","16","234","19","16","69"
"sqlalchemy","lib.sqlalchemy.util._collections.py","2","1059","3.78%","665","36","661","89","25","273"
"sqlalchemy","lib.sqlalchemy.util.langhelpers.py","2","1424","2.21%","849","30","857","220","19","317"
"sqlalchemy","lib.sqlalchemy.ext.indexable.py","39","349","9.33%","73","6","75","177","7","91"
"sqlalchemy","lib.sqlalchemy.ext.baked.py","45","636","6.12%","306","22","310","151","19","153"
"sqlalchemy","lib.sqlalchemy.ext.automap.py","31","1055","2.57%","144","6","272","550","7","227"
"sqlalchemy","lib.sqlalchemy.ext.instrumentation.py","53","414","3.63%","206","11","220","90","8","93"
"sqlalchemy","lib.sqlalchemy.ext.__init__.py","100","11","300.00%","2","6","2","0","6","3"
"sqlalchemy","lib.sqlalchemy.ext.orderinglist.py","44","380","10.57%","114","15","104","163","11","98"
"sqlalchemy","lib.sqlalchemy.ext.hybrid.py","6","1149","5.69%","133","9","123","740","7","277"
"sqlalchemy","lib.sqlalchemy.ext.compiler.py","33","474","29.54%","43","13","44","297","13","120"
"sqlalchemy","lib.sqlalchemy.ext.horizontal_shard.py","61","241","9.21%","123","13","141","42","13","45"
"sqlalchemy","lib.sqlalchemy.ext.serializer.py","68","159","7.95%","86","7","88","34","7","30"
"sqlalchemy","lib.sqlalchemy.ext.mutable.py","35","950","3.62%","286","21","276","420","10","233"
